"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0039370","CG4956","","protein_coding","3R",25777268,25778305
"FBgn0036528","CG7579","","protein_coding","3L",15681633,15683445
"FBgn0036529","Pgant8","Polypeptide N-Acetylgalactosaminyltransferase 8","protein_coding","3L",15683872,15686598
"FBgn0266248","lncRNA:CR44943","long non-coding RNA:CR44943","ncRNA","3R",14375399,14377344
"FBgn0266249","lncRNA:CR44944","long non-coding RNA:CR44944","ncRNA","3R",15038338,15039812
"FBgn0051798","CG31798","","protein_coding","2L",19394160,19396190
"FBgn0036010","Ir67a","Ionotropic receptor 67a","protein_coding","3L",9542245,9543999
"FBgn0040475","SH3PX1","SH3 and PX domain containing 1","protein_coding","3L",9710422,9713827
"FBgn0034114","CG4282","","protein_coding","2R",16322186,16324801
"FBgn0040493","grsm","granny smith","protein_coding","3R",12950042,12967712
"FBgn0032452","CG15484","","protein_coding","2L",12706799,12707711
"FBgn0039198","CG5768","","protein_coding","3R",24386104,24390339
"FBgn0051792","CG31792","","protein_coding","2L",18997448,19002713
"FBgn0051793","CG31793","","protein_coding","2L",19003367,19008234
"FBgn0004862","bap","bagpipe","protein_coding","3R",21388880,21390449
"FBgn0032051","CG13097","","protein_coding","2L",8512174,8514868
"FBgn0051797","CG31797","","protein_coding","2L",19259432,19262240
"FBgn0001124","Got1","Glutamate oxaloacetate transaminase 1","protein_coding","2R",16138352,16141928
"FBgn0004863","C15","C15","protein_coding","3R",21499986,21512814
"FBgn0001122","Galphao","G protein alpha subunit o","protein_coding","2R",10437985,10465701
"FBgn0001123","Galphas","G protein alpha subunit s","protein_coding","2R",23942538,23946936
"FBgn0001120","gnu","giant nuclei","protein_coding","3L",14802380,14803360
"FBgn0029648","CG3603","","protein_coding","X",2948034,2949120
"FBgn0036014","CG3222","","protein_coding","3L",9598988,9600341
"FBgn0034110","Atg9","Autophagy-related 9","protein_coding","2R",16294400,16297232
"FBgn0001977","CIAPIN1","Cytokine induced apoptosis inhibitor 1","protein_coding","2L",15036293,15038861
"FBgn0001128","Gpdh1","Glycerol-3-phosphate dehydrogenase 1","protein_coding","2L",5943643,5948968
"FBgn0004449","Ten-m","Tenascin major","protein_coding","3L",22293044,22407863
"FBgn0003870","ttk","tramtrack","protein_coding","3R",31713867,31735392
"FBgn0036016","CG3306","","protein_coding","3L",9601523,9602548
"FBgn0039378","alpha4GT2","alpha1,4-galactosyltransferase 2","protein_coding","3R",25832230,25842878
"FBgn0033065","Cyp6w1","Cytochrome P450 6w1","protein_coding","2R",6173684,6176195
"FBgn0001970","Pgant35A","Polypeptide N-acetylgalactosaminyltransferase 35A","protein_coding","2L",14359252,14361411
"FBgn0037013","CG13250","","protein_coding","3L",20533709,20535335
"FBgn0263581","lncRNA:CR43606","long non-coding RNA:CR43606","ncRNA","2L",20316005,20317623
"FBgn0037529","mRpS9","mitochondrial ribosomal protein S9","protein_coding","3R",7889277,7902667
"FBgn0037139","CG14563","","protein_coding","3L",21841808,21842386
"FBgn0033069","eIF3f2","eukaryotic translation initiation factor 3 subunit f2","protein_coding","2R",6200853,6201956
"FBgn0023395","Chd3","Chd3","protein_coding","3L",19447173,19450238
"FBgn0032271","CG7329","","protein_coding","2L",10629352,10638471
"FBgn0037014","CG13251","","protein_coding","3L",20637199,20640910
"FBgn0038129","TBC1D5","TBC1 domain family member 5","protein_coding","3R",13269137,13272011
"FBgn0261881","Ankrd49","","protein_coding","2L",15006583,15007431
"FBgn0002772","Mlc1","Myosin alkali light chain 1","protein_coding","3R",27657078,27660177
"FBgn0265641","lncRNA:CR44448","long non-coding RNA:CR44448","ncRNA","2R",8309495,8310245
"FBgn0032609","CG13280","","protein_coding","2L",16802026,16821093
"FBgn0083033","snoRNA:Psi18S-525f","snoRNA:Psi18S-525f","snoRNA","2L",20419774,20419908
"FBgn0039879","Ir100a","Ionotropic receptor 100a","protein_coding","3R",31800963,31802774
"FBgn0083031","snoRNA:Psi18S-525h","snoRNA:Psi18S-525h","snoRNA","2L",20421304,20421438
"FBgn0266279","lncRNA:CR44964","long non-coding RNA:CR44964","ncRNA","X",6746399,6748020
"FBgn0083037","snoRNA:Psi18S-525b","snoRNA:Psi18S-525b","snoRNA","2L",20418670,20418804
"FBgn0083034","snoRNA:Psi18S-525e","snoRNA:Psi18S-525e","snoRNA","2L",20419456,20419585
"FBgn0083035","snoRNA:Psi18S-525d","snoRNA:Psi18S-525d","snoRNA","2L",20419145,20419281
"FBgn0032601","yellow-b","yellow-b","protein_coding","2L",16754336,16758283
"FBgn0032600","BuGZ","Bub3 interacting GLEBS and Zinc finger domain protein","protein_coding","2L",16743405,16753704
"FBgn0083038","snoRNA:Psi18S-525a","snoRNA:Psi18S-525a","snoRNA","2L",20418348,20418481
"FBgn0083039","snoRNA:Psi18S-301","snoRNA:Psi18S-301","snoRNA","3R",20574906,20575043
"FBgn0039877","Mccc1","Methylcrotonoyl-CoA carboxylase 1","protein_coding","3R",31790592,31793907
"FBgn0039876","CG2126","","protein_coding","3R",31775049,31776652
"FBgn0039875","sip3","septin interacting protein 3","protein_coding","3R",31772219,31775163
"FBgn0032354","Boh2","Buddy of Hmr 2","protein_coding","2L",11179032,11180430
"FBgn0262435","mir-1009","mir-1009 stem loop","ncRNA","2R",23993054,23993114
"FBgn0262434","mir-11","mir-11 stem loop","ncRNA","3R",21622497,21622571
"FBgn0086608","CG34112","","protein_coding","3R",4391711,4394259
"FBgn0262436","mir-310","mir-310 stem loop","ncRNA","2R",20583752,20583840
"FBgn0262431","mir-1003","mir-1003 stem loop","ncRNA","3R",24658605,24658660
"FBgn0267110","lncRNA:CR45550","long non-coding RNA:CR45550","ncRNA","3R",8228008,8229448
"FBgn0262433","mir-210","mir-210 stem loop","ncRNA","X",18128219,18128318
"FBgn0262432","mir-8","mir-8 stem loop","ncRNA","2R",16831432,16831518
"FBgn0086602","snoRNA:Psi28S-3436b","snoRNA:Psi28S-3436b","snoRNA","X",6742349,6742491
"FBgn0262515","VhaAC45","Vacuolar H[+] ATPase AC45 accessory subunit","protein_coding","2R",9207561,9209774
"FBgn0086600","snoRNA:Psi18S-1347c","snoRNA:Psi18S-1347c","snoRNA","2R",18143179,18143324
"FBgn0086601","snoRNA:Psi28S-3327c","snoRNA:Psi28S-3327c","snoRNA","3L",13043371,13043510
"FBgn0085353","CG34324","","protein_coding","X",13456534,13457663
"FBgn0262438","mir-1006","mir-1006 stem loop","ncRNA","2L",16724795,16724858
"FBgn0086604","side-VIII","sidestep VIII","protein_coding","2R",20424338,20478951
"FBgn0086605","CG9853","","protein_coding","3R",4398381,4402027
"FBgn0267011","lncRNA:CR45455","long non-coding RNA:CR45455","ncRNA","2L",19537965,19538223
"FBgn0024285","Srp54","Splicing regulatory protein 54","protein_coding","2L",9912911,9915044
"FBgn0035959","CG4911","","protein_coding","3L",9067195,9072731
"FBgn0035954","Doc3","Dorsocross3","protein_coding","3L",9005196,9007249
"FBgn0035955","CG5194","","protein_coding","3L",9008624,9009838
"FBgn0035956","Doc2","Dorsocross2","protein_coding","3L",9012686,9019246
"FBgn0035957","Argk2","Arginine kinase 2","protein_coding","3L",9047439,9048724
"FBgn0035951","CG5068","","protein_coding","3L",8986710,8989135
"FBgn0024288","Sox100B","Sox100B","protein_coding","3R",31065253,31083407
"FBgn0024289","Sodh1","Sorbitol dehydrogenase 1","protein_coding","3R",7052335,7054541
"FBgn0028707","Mt2","Methyltransferase 2","protein_coding","2L",12096525,12097687
"FBgn0032551","CG18636","","protein_coding","2L",14783301,14784598
"FBgn0028704","Nckx30C","Nckx30C","protein_coding","2L",9711512,9746495
"FBgn0028703","Nhe3","Na[+]/H[+] hydrogen exchanger 3","protein_coding","2L",6677835,6684364
"FBgn0034623","CG9822","","protein_coding","2R",21346875,21347883
"FBgn0025781","Cdc16","Cell division cycle 16","protein_coding","3R",23281201,23284123
"FBgn0051813","nur","nemuri","protein_coding","2L",13736138,13737030
"FBgn0003250","Rh4","Rhodopsin 4","protein_coding","3L",16852527,16862517
"FBgn0034622","BBS9","Bardet-Biedl syndrome 9","protein_coding","2R",21341972,21345608
"FBgn0003256","rl","rolled","protein_coding","2R",1071462,1125927
"FBgn0003257","r-l","rudimentary-like","protein_coding","3R",21070557,21073319
"FBgn0003254","rib","ribbon","protein_coding","2R",19270078,19281396
"FBgn0003255","rk","rickets","protein_coding","2L",13982743,14001248
"FBgn0040068","Vav","Vav guanine nucleotide exchange factor","protein_coding","X",19261820,19273280
"FBgn0040069","vanin-like","vanin-like","protein_coding","X",6200188,6202559
"FBgn0026718","Agpat2","1-Acylglycerol-3-phosphate O-acyltransferase 2","protein_coding","2L",8449691,8463994
"FBgn0033753","Cyp301a1","Cytochrome P450 301a1","protein_coding","2R",12566185,12569061
"FBgn0037801","CG3999","","protein_coding","3R",10251518,10255268
"FBgn0285971","prg","piragua","protein_coding","2L",8464488,8466694
"FBgn0285970","CG32500","","protein_coding","X",21621541,21623750
"FBgn0037807","CG6293","","protein_coding","3R",10307806,10311613
"FBgn0037809","CG12818","","protein_coding","3R",10331581,10332695
"FBgn0011704","RnrS","Ribonucleoside diphosphate reductase small subunit","protein_coding","2R",11983145,11985393
"FBgn0011949","tRNA:Arg-TCG-3-2","transfer RNA:Arginine-TCG 3-2","tRNA","X",14016808,14016880
"FBgn0011948","tRNA:Arg-TCG-3-1","transfer RNA:Arginine-TCG 3-1","tRNA","X",14016203,14016275
"FBgn0002789","Mp20","Muscle protein 20","protein_coding","2R",13246670,13248880
"FBgn0002787","Rpn8","Regulatory particle non-ATPase 8","protein_coding","2R",24400028,24404527
"FBgn0011944","tRNA:Pro-TGG-1-1","transfer RNA:Proline-TGG 1-1","tRNA","3R",17618110,17618181
"FBgn0002783","mor","moira","protein_coding","3R",15968134,15972913
"FBgn0002781","mod(mdg4)","modifier of mdg4","protein_coding","3R",21350846,21377401
"FBgn0002780","mod","modulo","protein_coding","3R",32052060,32054974
"FBgn0034457","Ir56c","Ionotropic receptor 56c","protein_coding","2R",19509768,19511471
"FBgn0003435","sm","smooth","protein_coding","2R",19517864,19631508
"FBgn0003430","slp1","sloppy paired 1","protein_coding","2L",3825675,3827099
"FBgn0038870","Oga","O-GlcNAcase","protein_coding","3R",21219077,21222843
"FBgn0004465","Su(P)","Suppressor of ref(2)P sterility","protein_coding","3L",16610662,16612199
"FBgn0035379","spz5","spatzle 5","protein_coding","3L",2883641,2892166
"FBgn0058470","CG40470","","protein_coding","3L",23839860,23986410
"FBgn0035371","AhcyL1","Adenosylhomocysteinase like 1","protein_coding","3L",2768466,2772325
"FBgn0035372","CG12093","","protein_coding","3L",2772560,2774007
"FBgn0039449","CG6425","","protein_coding","3R",26715165,26717389
"FBgn0035374","mRpS35","mitochondrial ribosomal protein S35","protein_coding","3L",2780899,2782105
"FBgn0035375","Pgant6","Polypeptide N-Acetylgalactosaminyltransferase 6","protein_coding","3L",2782255,2786010
"FBgn0037554","PolI","DNA polymerase iota","protein_coding","3R",8233507,8237389
"FBgn0010348","Arf1","ADP ribosylation factor 1","protein_coding","3L",22868380,22872231
"FBgn0039867","CstF50","Cleavage stimulation factor 50 kD subunit","protein_coding","3R",31735503,31736963
"FBgn0004463","Polr3B","RNA polymerase III subunit B","protein_coding","2R",12039041,12042623
"FBgn0039444","TwdlD","TweedleD","protein_coding","3R",26640025,26641054
"FBgn0267809","asRNA:CR46134","antisense RNA:CR46134","ncRNA","3R",5662901,5665032
"FBgn0267808","asRNA:CR46133","antisense RNA:CR46133","ncRNA","3R",5858195,5858894
"FBgn0266408","lncRNA:CR45048","long non-coding RNA:CR45048","ncRNA","3R",19908403,19910318
"FBgn0266409","CG45049","","protein_coding","3R",22726967,22732362
"FBgn0266404","asRNA:CR45044","antisense RNA:CR45044","ncRNA","3R",29031028,29034098
"FBgn0266405","CG45045","","protein_coding","3R",17667572,17667825
"FBgn0266406","asRNA:CR45046","antisense RNA:CR45046","ncRNA","3R",21878672,21884101
"FBgn0267800","lncRNA:CR46125","long non-coding RNA:CR46125","ncRNA","3R",8460241,8461200
"FBgn0266400","lncRNA:CR45040","long non-coding RNA:CR45040","ncRNA","3R",26015516,26016487
"FBgn0261361","CG42638","","protein_coding","3L",19745834,19749744
"FBgn0267805","lncRNA:CR46130","long non-coding RNA:CR46130","ncRNA","3R",7315399,7315661
"FBgn0266403","lncRNA:CR45043","long non-coding RNA:CR45043","ncRNA","3L",3522850,3523620
"FBgn0003139","PpV","Protein phosphatase V","protein_coding","X",6371065,6372915
"FBgn0032554","CG15278","","protein_coding","2L",14874376,14876333
"FBgn0011937","tRNA:Asn-GTT-1-2","transfer RNA:Asparagine-GTT 1-2","tRNA","2R",6153186,6153259
"FBgn0263478","snoRNA:Edc3-a","","snoRNA","3L",17528700,17528840
"FBgn0263479","scaRNA:PsiU2-35.45","small Cajal body-specific RNA : PsiU2-35.45","snoRNA","2R",5765180,5765319
"FBgn0263476","snoRNA:CG32479-b","","snoRNA","3L",890270,890490
"FBgn0263477","scaRNA:PsiU1-6","small Cajal body-specific RNA : PsiU1-6","snoRNA","3R",9713607,9713765
"FBgn0263474","scaRNA:PsiU2-38.40.42","small Cajal body-specific RNA : PsiU2-38.40.42","snoRNA","2L",21177040,21177176
"FBgn0263475","snoRNA:CG16892-a","","snoRNA","X",9274714,9274862
"FBgn0263472","snoRNA:2R:9445205","","snoRNA","2R",13557700,13557850
"FBgn0263473","snoRNA:abba-a","","snoRNA","2R",18994696,18994842
"FBgn0036745","CG7484","","protein_coding","3L",17654617,17655645
"FBgn0263471","scaRNA:MeU2-48","small Cajal body-specific RNA : MeU2-48","snoRNA","3L",1498872,1498996
"FBgn0037370","CG1236","","protein_coding","3R",5736748,5738013
"FBgn0053402","5SrRNA:CR33402","5SrRNA:CR33402","rRNA","2R",19748043,19748177
"FBgn0031078","Nup205","Nucleoporin 205kD","protein_coding","X",19852214,19859379
"FBgn0031227","Pus10","Pseudouridine synthase 10","protein_coding","2L",153539,155305
"FBgn0034776","CG13527","","protein_coding","2R",22763706,22765422
"FBgn0031070","CG12702","","protein_coding","X",19759173,19764874
"FBgn0036746","Crtc","CREB-regulated transcription coactivator","protein_coding","3L",17659818,17669234
"FBgn0053400","5SrRNA:CR33400","5SrRNA:CR33400","rRNA","2R",19748774,19748908
"FBgn0034770","Obp58d","Odorant-binding protein 58d","protein_coding","2R",22706934,22707772
"FBgn0038609","Nup43","Nucleoporin 43kD","protein_coding","3R",18366638,18367913
"FBgn0038608","WRNexo","WRN exonuclease","protein_coding","3R",18364244,18366162
"FBgn0038607","hmw","hemingway","protein_coding","3R",18361994,18364277
"FBgn0038606","CG15803","","protein_coding","3R",18330932,18360728
"FBgn0038603","PKD","Protein Kinase D","protein_coding","3R",18303279,18314407
"FBgn0038602","CG7126","","protein_coding","3R",18302052,18302849
"FBgn0038601","Polr1E","RNA polymerase I subunit E","protein_coding","3R",18300195,18301728
"FBgn0053407","5SrRNA:CR33407","5SrRNA:CR33407","rRNA","2R",19746201,19746335
"FBgn0052218","lncRNA:CR32218","long non-coding RNA:CR32218","ncRNA","3L",19895216,19896391
"FBgn0001324","kto","kohtalo","protein_coding","3L",19836614,19844944
"FBgn0030478","CG1640","","protein_coding","X",13370606,13380160
"FBgn0030479","Rbp1-like","Rbp1-like","protein_coding","X",13380166,13384877
"FBgn0001325","Kr","Kruppel","protein_coding","2R",25226611,25231394
"FBgn0030474","CG15747","","protein_coding","X",13338318,13341009
"FBgn0036860","CG14086","","protein_coding","3L",19275791,19279919
"FBgn0036747","CG6052","","protein_coding","3L",17723713,17729378
"FBgn0036862","Gbs-76A","Glycogen binding subunit 76A","protein_coding","3L",19281364,19292766
"FBgn0052214","CG32214","","protein_coding","3L",19467346,19468160
"FBgn0264299","CG43777","","protein_coding","2R",24123167,24126630
"FBgn0264298","CG43776","","protein_coding","2R",24123167,24126630
"FBgn0011569","can","cannonball","protein_coding","3L",10263909,10267111
"FBgn0037782","Npc2d","Niemann-Pick type C-2d","protein_coding","3R",10055356,10056083
"FBgn0001206","Hmr","Hybrid male rescue","protein_coding","X",10590920,10595855
"FBgn0053051","Polr3G","RNA polymerase III subunit G","protein_coding","3L",17426286,17427130
"FBgn0264291","Det","Deterin","protein_coding","3R",17149667,17150455
"FBgn0264297","CG43775","","protein_coding","2R",24123167,24126630
"FBgn0264296","CG43774","","protein_coding","2L",4008653,4009090
"FBgn0264295","CG43773","","protein_coding","2L",4007690,4007984
"FBgn0264294","Cyt-b5","Cytochrome b5","protein_coding","2R",7533506,7535936
"FBgn0266277","asRNA:CR44962","antisense RNA:CR44962","ncRNA","X",11790796,11791777
"FBgn0034592","CG9406","","protein_coding","2R",21142368,21143261
"FBgn0034590","Magi","Magi","protein_coding","2R",21129463,21142261
"FBgn0040648","CG11666","","protein_coding","X",20984686,20985246
"FBgn0040649","CG15461","","protein_coding","X",20486180,20486588
"FBgn0034595","CG15657","","protein_coding","2R",21147478,21148153
"FBgn0046332","gskt","gasket","protein_coding","3R",31372427,31374198
"FBgn0034599","hng1","hinge1","protein_coding","2R",21168930,21170010
"FBgn0034598","Isha","Insulator su(Hw) mRNA adaptor","protein_coding","2R",21161713,21168659
"FBgn0041623","Or65c","Odorant receptor 65c","protein_coding","3L",6327608,6329069
"FBgn0051097","CG31097","","protein_coding","3R",25296128,25297778
"FBgn0267752","lncRNA:CR46083","long non-coding RNA:CR46083","ncRNA","3R",26509539,26510100
"FBgn0026259","eIF5B","eukaryotic translation initiation factor 5B","protein_coding","3L",3428658,3460977
"FBgn0267750","asRNA:CR46081","antisense RNA:CR46081","ncRNA","3R",15275601,15276217
"FBgn0267757","lncRNA:CR46088","long non-coding RNA:CR46088","ncRNA","3R",22928593,22929129
"FBgn0051092","LpR2","Lipophorin receptor 2","protein_coding","3R",25698727,25740465
"FBgn0051091","CG31091","","protein_coding","3R",25899903,25902172
"FBgn0267754","lncRNA:CR46085","long non-coding RNA:CR46085","ncRNA","3R",27245333,27245701
"FBgn0262985","CG43293","","protein_coding","3L",6185189,6185853
"FBgn0026252","msk","moleskin","protein_coding","3L",8116179,8121579
"FBgn0267759","lncRNA:CR46090","long non-coding RNA:CR46090","ncRNA","3R",23333504,23333803
"FBgn0026250","eIF1A","eukaryotic translation initiation factor 1A","protein_coding","3R",18274665,18283005
"FBgn0051549","CG31549","","protein_coding","3R",5632192,5633321
"FBgn0051548","CG31548","","protein_coding","3R",5635901,5636852
"FBgn0262983","CG43291","","protein_coding","3R",14234984,14244677
"FBgn0051098","CG31098","","protein_coding","3R",25291370,25292977
"FBgn0265539","lncRNA:CR44389","long non-coding RNA:CR44389","ncRNA","2R",17188796,17189095
"FBgn0265538","CG44388","","protein_coding","2R",17187504,17187678
"FBgn0265535","CG44385","","protein_coding","X",11131340,11132412
"FBgn0265534","lncRNA:CR44384","long non-coding RNA:CR44384","ncRNA","X",15807453,15807949
"FBgn0265537","lncRNA:CR44387","long non-coding RNA:CR44387","ncRNA","2R",17185096,17185595
"FBgn0265536","asRNA:CR44386","antisense RNA:CR44386","ncRNA","2R",17140579,17141194
"FBgn0265531","asRNA:CR44381","antisense RNA:CR44381","ncRNA","X",2065455,2066106
"FBgn0265530","lncRNA:CR44380","long non-coding RNA:CR44380","ncRNA","2R",16814395,16815495
"FBgn0265533","CR44383","","pseudogene","X",15796477,15796897
"FBgn0265532","asRNA:CR44382","antisense RNA:CR44382","ncRNA","X",2071710,2072189
"FBgn0082970","snoRNA:Psi28S-3316c","snoRNA:Psi28S-3316c","snoRNA","2R",21330127,21330259
"FBgn0082971","snoRNA:Psi28S-3316b","snoRNA:Psi28S-3316b","snoRNA","2R",21326882,21327022
"FBgn0082972","snoRNA:Psi28S-3316a","snoRNA:Psi28S-3316a","snoRNA","2R",21326739,21326870
"FBgn0082973","snoRNA:Psi28S-3308","snoRNA:Psi28S-3308","snoRNA","3L",832487,832639
"FBgn0082974","snoRNA:Psi28S-3305c","snoRNA:Psi28S-3305c","snoRNA","3R",28603371,28603522
"FBgn0082975","snoRNA:Psi28S-3305b","snoRNA:Psi28S-3305b","snoRNA","3R",28602340,28602489
"FBgn0082976","snoRNA:Psi28S-3305a","snoRNA:Psi28S-3305a","snoRNA","3R",28601698,28601847
"FBgn0082978","snoRNA:Psi28S-3091b","snoRNA:Psi28S-3091b","snoRNA","3R",5596526,5596658
"FBgn0082979","snoRNA:Psi28S-3091a","snoRNA:Psi28S-3091a","snoRNA","3R",5596697,5596831
"FBgn0040634","CG4186","","protein_coding","3L",20769586,20770138
"FBgn0265872","lncRNA:CR44661","long non-coding RNA:CR44661","ncRNA","X",15079956,15080425
"FBgn0010380","AP-1-2beta","Adaptor Protein complex 1/2, beta subunit","protein_coding","X",19731004,19734581
"FBgn0010382","CycE","Cyclin E","protein_coding","2L",15727581,15748150
"FBgn0010383","Cyp18a1","Cytochrome P450 18a1","protein_coding","X",18688538,18693042
"FBgn0010385","Def","Defensin","protein_coding","2R",10054178,10054576
"FBgn0051898","CG31898","","protein_coding","2L",8400421,8401592
"FBgn0010388","Dro","Drosocin","protein_coding","2R",14745961,14746714
NA,NA,NA,NA,NA,NA,NA
"FBgn0051323","CG31323","","protein_coding","3R",26170847,26187307
"FBgn0051324","Cipc","Clock interacting protein circadian","protein_coding","3R",26106868,26130674
"FBgn0051327","CG31327","","protein_coding","3R",14157560,14160278
"FBgn0051890","tRNA:Asp-GTC-1-8","transfer RNA:Aspartic acid-GTC 1-8","tRNA","2L",8683451,8683522
"FBgn0262185","mir-995","mir-995 stem loop","ncRNA","3R",20735923,20736012
"FBgn0065099","snRNA:7SKa","small nuclear RNA 7SK a","snRNA","3R",7474553,7474996
"FBgn0262187","mir-970","mir-970 stem loop","ncRNA","X",12636336,12636430
"FBgn0262181","mir-972","mir-972 stem loop","ncRNA","X",19551152,19551242
"FBgn0262180","mir-2283","mir-2283 stem loop","ncRNA","3R",9517524,9517599
"FBgn0262182","mir-957","mir-957 stem loop","ncRNA","3L",22518196,22518291
"FBgn0260972","alc","alicorn","protein_coding","2R",9135375,9137933
"FBgn0265453","lncRNA:CR44353","long non-coding RNA:CR44353","ncRNA","X",15547407,15547740
"FBgn0260970","Ubr3","Ubr3 ubiquitin ligase","protein_coding","X",7935896,7953883
"FBgn0260971","CG42594","","protein_coding","X",4840833,4906575
"FBgn0262189","mir-2500","mir-2500 stem loop","ncRNA","3L",16998457,16998524
"FBgn0065095","sncRNA:400","small non-coding RNA 400","ncRNA","X",1558349,1558400
"FBgn0265454","lncRNA:CR44354","long non-coding RNA:CR44354","ncRNA","X",15547733,15548203
"FBgn0265455","CG44355","","protein_coding","3L",12310805,12311961
"FBgn0265158","CG44227","","protein_coding","3R",8684793,8685176
"FBgn0000003","7SLRNA:CR32864","Signal recognition particle 7SL RNA CR32864","ncRNA","3R",6822500,6822798
"FBgn0037818","CG6465","","protein_coding","3R",10675560,10677251
"FBgn0085382","CG34353","","protein_coding","3R",27767966,27905843
"FBgn0085383","CG34354","","protein_coding","3R",28146880,28240526
"FBgn0000008","a","arc","protein_coding","2R",22136968,22172834
"FBgn0085386","CG34357","","protein_coding","3R",4491943,4558067
"FBgn0085387","shakB","shaking B","protein_coding","X",20761071,20927050
"FBgn0085384","CG34355","","protein_coding","3R",23803859,23859167
"FBgn0085385","bma","black match","protein_coding","3L",9908120,9967298
"FBgn0039518","CG13978","","protein_coding","3R",27464189,27467080
"FBgn0085475","CG34446","","protein_coding","2R",22647458,22647807
"FBgn0283469","Vps4","Vacuolar protein sorting 4","protein_coding","X",17907692,17911097
"FBgn0283468","slmb","supernumerary limbs","protein_coding","3R",21119252,21127485
"FBgn0036735","Edc3","Enhancer of decapping 3","protein_coding","3L",17525333,17529861
"FBgn0033926","Arc1","Activity-regulated cytoskeleton associated protein 1","protein_coding","2R",14357927,14360297
"FBgn0033925","CG8617","","protein_coding","2R",14355769,14357281
"FBgn0033924","CG8613","","protein_coding","2R",14352231,14355674
"FBgn0039510","CG3339","","protein_coding","3R",27294286,27322325
"FBgn0015000","betaggt-I","beta subunit of type I geranylgeranyl transferase","protein_coding","2L",4945579,4948324
"FBgn0033929","Tfb1","Transcription factor B1","protein_coding","2R",14363048,14365473
"FBgn0033928","Arc2","Activity-regulated cytoskeleton associated protein 2","protein_coding","2R",14361924,14362825
"FBgn0085478","Zdhhc8","Zinc finger DHHC-type containing 8","protein_coding","X",9324508,9356227
"FBgn0085479","CG34450","","protein_coding","X",9329016,9330487
"FBgn0015001","iotaTry","iotaTrypsin","protein_coding","2R",11356720,11357537
"FBgn0032036","CG13384","","protein_coding","2L",8384455,8388804
"FBgn0032034","Rcd4","Reduction in Cnn dots 4","protein_coding","2L",8382861,8383657
"FBgn0031360","CG31937","","protein_coding","2L",1729887,1731070
"FBgn0032032","CG17294","","protein_coding","2L",8377035,8378206
"FBgn0032033","CG13392","","protein_coding","2L",8381821,8382807
"FBgn0004839","otk","off-track","protein_coding","2R",12001473,12019846
"FBgn0004838","Hrb27C","Heterogeneous nuclear ribonucleoprotein at 27C","protein_coding","2L",6920704,6932057
"FBgn0004781","Ccp84Ac","Ccp84Ac","protein_coding","3R",6695148,6696271
"FBgn0004780","Ccp84Ad","Ccp84Ad","protein_coding","3R",6692732,6693527
"FBgn0004783","Ccp84Aa","Ccp84Aa","protein_coding","3R",6704084,6704903
"FBgn0004782","Ccp84Ab","Ccp84Ab","protein_coding","3R",6701968,6702877
"FBgn0036621","roq","roquin","protein_coding","3L",16370938,16378566
"FBgn0004832","Xpac","Xeroderma pigmentosum group A-like","protein_coding","X",4102955,4104197
"FBgn0032039","CG13385","","protein_coding","2L",8396649,8397886
"FBgn0037022","CG11396","","protein_coding","3L",20786340,20788137
"FBgn0037023","CG3698","","protein_coding","3L",20797241,20798375
"FBgn0041111","lilli","lilliputian","protein_coding","2L",2885929,2954406
"FBgn0037021","Pcif1","Phosphorylated CTD-interacting factor 1","protein_coding","3L",20780350,20786197
"FBgn0037026","CG3634","","protein_coding","3L",20806868,20809272
"FBgn0037027","HIPP1","HP1 and insulator partner protein 1","protein_coding","3L",20809669,20813332
"FBgn0037024","tzn","tenzing norgay","protein_coding","3L",20798645,20800081
"FBgn0037025","Spc105R","Spc105-related","protein_coding","3L",20800410,20806853
"FBgn0265984","lncRNA:CR44763","long non-coding RNA:CR44763","ncRNA","2R",22689495,22690295
"FBgn0265985","lncRNA:CR44764","long non-coding RNA:CR44764","ncRNA","2R",22690495,22691895
"FBgn0265986","lncRNA:CR44765","long non-coding RNA:CR44765","ncRNA","X",11193158,11193491
"FBgn0265987","lncRNA:CR44766","long non-coding RNA:CR44766","ncRNA","X",10744508,10745250
"FBgn0265980","lncRNA:CR44759","long non-coding RNA:CR44759","ncRNA","2R",22373695,22374966
"FBgn0265981","lncRNA:CR44760","long non-coding RNA:CR44760","ncRNA","2R",22402895,22403195
"FBgn0265982","lncRNA:CR44761","long non-coding RNA:CR44761","ncRNA","2R",22673195,22673695
"FBgn0265983","lncRNA:CR44762","long non-coding RNA:CR44762","ncRNA","2R",22689095,22689395
"FBgn0027079","ValRS","Valyl-tRNA synthetase","protein_coding","2R",13198850,13202709
"FBgn0027070","Ugt36E1","UDP-glycosyltransferase family 36 member E1","protein_coding","2L",18826770,18829059
"FBgn0015008","Actn3","alpha actinin 3","protein_coding","3R",16975885,16977795
"FBgn0036620","CG4842","","protein_coding","3L",16368389,16369518
"FBgn0027073","Ugt49B1","UDP-glycosyltransferase family 49 member B1","protein_coding","2R",21212880,21214972
"FBgn0027074","Ugt36F1","UDP-glycosyltransferase family 36 member F1","protein_coding","2L",18819344,18822573
"FBgn0033948","CG12863","","protein_coding","2R",14619798,14621320
"FBgn0029866","CG3842","","protein_coding","X",6337762,6343731
